x,y,value
0,0,1627
0,1,3417
0,2,2548
0,3,2769
0,4,33
0,5,24
0,6,16
0,7,1
0,8,9
0,9,11
0,10,5
0,11,529
0,12,250
0,13,350
0,14,148
0,15,63
0,16,12
0,17,474
0,18,1731
0,19,16
0,20,899
0,21,1115
0,22,2052
0,23,125
0,24,3355
0,25,3440
0,26,31
0,27,276
0,28,388
0,29,348
0,30,330
0,31,190
0,32,172
0,33,22
0,34,68
0,35,571
0,36,4
0,39,13
0,40,358
0,41,181
0,42,1080
0,43,328
0,44,10
0,45,119
0,46,23
0,47,341
0,48,229
0,49,737
0,50,20
0,51,11
0,52,627
0,53,186
0,54,212
0,55,459
0,56,241
0,57,805
0,58,719
0,59,308
0,60,10
0,61,438
0,62,278
0,63,1617
0,64,505
0,65,422
0,66,457
0,67,208
0,68,232
0,69,6
0,71,226
0,72,106
0,73,114
0,74,242
0,75,382
0,76,410
0,77,202
0,78,867
0,79,76
0,80,304
0,81,818
0,82,764
0,83,1596
0,84,1240
0,85,1374
0,86,1495
0,87,3019
0,88,4506
0,89,3320
1,0,103
1,1,38
1,2,50
1,3,54
1,4,37
1,5,38
1,6,6
1,7,2595
1,8,9
1,9,1207
1,10,529
1,11,716
1,12,63
1,13,1039
1,14,3492
1,15,868
1,16,966
1,17,45
1,18,1861
1,19,641
1,20,1976
1,21,2335
1,22,79
1,23,905
1,24,1961
1,25,7024
1,26,880
1,27,1183
1,28,19
1,29,21
1,30,463
1,31,118
1,32,161
1,33,321
1,34,93
1,35,212
1,36,6
1,38,8
1,39,112
1,40,284
1,41,310
1,42,464
1,43,147
1,44,124
1,45,534
1,46,42
1,47,765
1,48,4
1,49,82
1,50,720
1,51,656
1,52,4
1,53,293
1,54,235
1,55,262
1,56,276
1,57,102
1,58,170
1,59,358
1,60,266
1,61,6
1,62,388
1,63,1414
1,64,657
1,65,365
1,66,173
1,67,186
1,68,102
1,69,12
1,70,123
1,71,4
1,73,123
1,74,358
1,75,7
1,76,246
1,77,479
1,78,179
1,79,289
1,80,79
1,81,347
1,82,475
1,83,761
1,84,593
1,85,382
1,86,804
1,87,4356
1,88,12536
1,89,5127
2,0,29
2,1,37
2,2,19
2,3,33
2,4,2575
2,5,9
2,6,621
2,7,6
2,8,779
2,9,2
2,10,1350
2,11,1725
2,12,3
2,13,5
2,14,1133
2,15,117
2,16,1021
2,17,21
2,18,229
2,19,428
2,20,18
2,21,448
2,22,499
2,23,52
2,24,52
2,25,822
2,26,900
2,27,1423
2,28,242
2,29,1236
2,30,392
2,31,174
2,32,140
2,33,11
2,34,209
2,35,2
2,36,292
2,37,2
2,38,480
2,39,120
2,40,266
2,41,253
2,42,22
2,43,3
2,44,170
2,45,12
2,46,138
2,47,290
2,48,480
2,49,640
2,50,765
2,51,220
2,52,1234
2,53,206
2,54,424
2,55,14
2,56,412
2,57,1031
2,58,502
2,59,389
2,60,406
2,61,485
2,62,585
2,63,433
2,64,382
2,65,216
2,66,125
2,67,207
2,68,17
2,69,319
2,70,127
2,72,206
2,73,57
2,74,597
2,75,67
2,76,177
2,77,241
2,78,229
2,79,349
2,80,198
2,81,82
2,82,295
2,83,660
2,84,879
2,85,639
2,86,2113
2,87,1409
2,88,4442
2,89,16
3,0,8
3,1,1033
3,2,4
3,3,14
3,4,15
3,5,7
3,6,13
3,7,2
3,8,448
3,9,575
3,10,8
3,11,12
3,12,6
3,13,129
3,14,1459
3,15,34
3,16,218
3,17,1562
3,18,178
3,19,304
3,20,959
3,21,463
3,22,312
3,23,1543
3,24,446
3,25,891
3,26,74
3,27,464
3,28,485
3,29,327
3,30,270
3,31,281
3,32,331
3,34,191
3,35,216
3,36,231
3,37,60
3,38,269
3,39,45
3,40,138
3,41,507
3,42,6
3,43,444
3,44,299
3,45,509
3,46,383
3,47,174
3,48,28
3,49,513
3,50,96
3,51,45
3,52,43
3,53,443
3,54,284
3,55,660
3,56,521
3,57,181
3,58,115
3,59,444
3,60,48
3,61,254
3,62,504
3,63,173
3,64,240
3,65,493
3,66,251
3,67,90
3,68,290
3,69,231
3,70,732
3,71,598
3,72,528
3,73,300
3,74,404
3,75,223
3,76,1724
3,77,580
3,78,169
3,79,272
3,80,339
3,81,302
3,82,110
3,83,265
3,84,615
3,85,679
3,86,1080
3,87,922
3,88,1487
4,0,146
4,1,9
4,2,8
4,3,6
4,4,509
4,5,640
4,6,9
4,7,13
4,8,11
4,9,455
4,10,13
4,11,295
4,12,5
4,13,859
4,14,796
4,15,6
4,16,20
4,17,6
4,18,590
4,19,841
4,20,289
4,21,346
4,22,719
4,23,360
4,24,13
4,25,617
4,26,249
4,27,1213
4,28,574
4,29,124
4,30,560
4,31,473
4,32,162
4,33,5
4,34,3
4,35,583
4,36,154
4,37,406
4,38,303
4,39,33
4,40,274
4,41,106
4,42,281
4,43,2
4,44,525
4,45,1364
4,46,16
4,47,687
4,48,232
4,49,311
4,50,370
4,51,543
4,52,34
4,53,196
4,54,184
4,55,1631
